Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2020-11-23 09:30:00-05:00,131.6999969482422,132.25,131.40499877929688,132.22000122070312,0,0,0,FRC
2020-11-23 09:31:00-05:00,131.5500030517578,131.5500030517578,131.5500030517578,131.5500030517578,157,0,0,FRC
2020-11-23 09:32:00-05:00,131.76499938964844,132.02000427246094,131.76499938964844,132.02000427246094,697,0,0,FRC
2020-11-23 09:33:00-05:00,131.41000366210938,131.41000366210938,131.16000366210938,131.16000366210938,1016,0,0,FRC
2020-11-23 09:34:00-05:00,131.1345977783203,131.1345977783203,130.97979736328125,130.97979736328125,1392,0,0,FRC
2020-11-23 09:35:00-05:00,131.32000732421875,131.5,131.32000732421875,131.5,1074,0,0,FRC
2020-11-23 09:36:00-05:00,131.27499389648438,131.27499389648438,131.27499389648438,131.27499389648438,207,0,0,FRC
2020-11-23 09:38:00-05:00,131.07000732421875,131.07000732421875,131.07000732421875,131.07000732421875,101,0,0,FRC
2020-11-23 09:39:00-05:00,131.00999450683594,131.00999450683594,131.00999450683594,131.00999450683594,281,0,0,FRC
2020-11-23 09:40:00-05:00,130.97000122070312,130.97000122070312,130.88999938964844,130.88999938964844,628,0,0,FRC
2020-11-23 09:41:00-05:00,130.69000244140625,130.82000732421875,130.69000244140625,130.82000732421875,701,0,0,FRC
2020-11-23 09:42:00-05:00,130.89999389648438,130.89999389648438,130.89999389648438,130.89999389648438,576,0,0,FRC
2020-11-23 09:43:00-05:00,130.8000030517578,130.8000030517578,130.77499389648438,130.7899932861328,608,0,0,FRC
2020-11-23 09:44:00-05:00,130.5800018310547,130.76499938964844,130.56500244140625,130.56500244140625,2731,0,0,FRC
2020-11-23 09:45:00-05:00,130.6199951171875,130.91000366210938,130.61000061035156,130.8800048828125,1859,0,0,FRC
2020-11-23 09:46:00-05:00,131.02999877929688,131.02999877929688,131.02999877929688,131.02999877929688,525,0,0,FRC
2020-11-23 09:47:00-05:00,130.85000610351562,130.85000610351562,130.63999938964844,130.63999938964844,412,0,0,FRC
2020-11-23 09:48:00-05:00,130.8300018310547,130.8300018310547,130.64999389648438,130.64999389648438,1000,0,0,FRC
2020-11-23 09:49:00-05:00,130.8000030517578,130.8000030517578,130.63999938964844,130.63999938964844,265,0,0,FRC
2020-11-23 09:50:00-05:00,130.5399932861328,131.0500030517578,130.5399932861328,130.9842987060547,5385,0,0,FRC
2020-11-23 09:51:00-05:00,131.06100463867188,131.25,131.06100463867188,131.1999969482422,2711,0,0,FRC
2020-11-23 09:54:00-05:00,131.55999755859375,131.55999755859375,131.55999755859375,131.55999755859375,102,0,0,FRC
2020-11-23 09:55:00-05:00,131.5500030517578,131.77999877929688,131.5500030517578,131.77999877929688,1431,0,0,FRC
2020-11-23 09:56:00-05:00,131.82000732421875,131.82000732421875,131.75,131.75,221,0,0,FRC
2020-11-23 09:57:00-05:00,131.8000030517578,131.8000030517578,131.8000030517578,131.8000030517578,574,0,0,FRC
2020-11-23 09:58:00-05:00,131.8699951171875,131.8699951171875,131.49000549316406,131.50999450683594,1913,0,0,FRC
2020-11-23 09:59:00-05:00,131.49000549316406,131.49000549316406,131.39999389648438,131.47999572753906,792,0,0,FRC
2020-11-23 10:00:00-05:00,131.5178985595703,131.5178985595703,131.30999755859375,131.30999755859375,3097,0,0,FRC
2020-11-23 10:04:00-05:00,131.39999389648438,131.39999389648438,131.3000030517578,131.38999938964844,1607,0,0,FRC
2020-11-23 10:05:00-05:00,131.38999938964844,131.47999572753906,131.22000122070312,131.27999877929688,2502,0,0,FRC
2020-11-23 10:06:00-05:00,131.16000366210938,131.24000549316406,131.03070068359375,131.03070068359375,1226,0,0,FRC
2020-11-23 10:08:00-05:00,131.24000549316406,131.38999938964844,131.24000549316406,131.38999938964844,574,0,0,FRC
2020-11-23 10:09:00-05:00,131.49000549316406,131.49000549316406,131.49000549316406,131.49000549316406,373,0,0,FRC
2020-11-23 10:10:00-05:00,131.47999572753906,131.49000549316406,131.25999450683594,131.2899932861328,1150,0,0,FRC
2020-11-23 10:11:00-05:00,131.27999877929688,131.27999877929688,131.1999969482422,131.27999877929688,506,0,0,FRC
2020-11-23 10:12:00-05:00,131.25,131.25,131.2449951171875,131.2449951171875,261,0,0,FRC
2020-11-23 10:14:00-05:00,131.42999267578125,131.42999267578125,131.28500366210938,131.2899932861328,303,0,0,FRC
2020-11-23 10:16:00-05:00,131.2899932861328,131.50999450683594,131.2899932861328,131.50999450683594,716,0,0,FRC
2020-11-23 10:17:00-05:00,131.47000122070312,131.58999633789062,131.47000122070312,131.52000427246094,691,0,0,FRC
2020-11-23 10:18:00-05:00,131.59500122070312,131.6699981689453,131.59500122070312,131.6699981689453,520,0,0,FRC
2020-11-23 10:19:00-05:00,131.77999877929688,131.77999877929688,131.77999877929688,131.77999877929688,352,0,0,FRC
2020-11-23 10:20:00-05:00,131.85000610351562,131.8800048828125,131.85000610351562,131.8800048828125,595,0,0,FRC
2020-11-23 10:21:00-05:00,131.9499969482422,131.9499969482422,131.9499969482422,131.9499969482422,552,0,0,FRC
2020-11-23 10:22:00-05:00,132.0,132.0,131.8800048828125,131.89500427246094,3221,0,0,FRC
2020-11-23 10:24:00-05:00,131.92999267578125,131.92999267578125,131.77999877929688,131.80999755859375,2034,0,0,FRC
2020-11-23 10:25:00-05:00,131.66000366210938,131.69000244140625,131.66000366210938,131.69000244140625,455,0,0,FRC
2020-11-23 10:26:00-05:00,131.6199951171875,131.69000244140625,131.6199951171875,131.67999267578125,443,0,0,FRC
