,Open,High,Low,Close,Adj Close,Volume,ticker,Dividends,Stock Splits
2020-11-30 09:30:00-05:00,214.50830078125,214.60000610351562,214.50830078125,214.52499389648438,,740538.0,MSFT,0.0,0.0
2020-11-30 09:31:00-05:00,214.51010131835938,214.75999450683594,214.4600067138672,214.63510131835938,,163237.0,MSFT,0.0,0.0
2020-11-30 09:32:00-05:00,214.6300048828125,214.6300048828125,213.83999633789062,213.91000366210938,,209298.0,MSFT,0.0,0.0
2020-11-30 09:33:00-05:00,213.91000366210938,214.49000549316406,213.91000366210938,214.0,,135921.0,MSFT,0.0,0.0
2020-11-30 09:34:00-05:00,214.0,214.02000427246094,213.61000061035156,213.74000549316406,,135773.0,MSFT,0.0,0.0
2020-11-30 09:35:00-05:00,213.75999450683594,213.85000610351562,213.0500030517578,213.10440063476562,,147328.0,MSFT,0.0,0.0
2020-11-30 09:36:00-05:00,213.11000061035156,213.5,212.9199981689453,213.0299072265625,,137960.0,MSFT,0.0,0.0
2020-11-30 09:37:00-05:00,213.0399932861328,213.44400024414062,212.94000244140625,213.22999572753906,,80295.0,MSFT,0.0,0.0
2020-11-30 09:38:00-05:00,213.2100067138672,213.24000549316406,213.0500030517578,213.1649932861328,,103798.0,MSFT,0.0,0.0
2020-11-30 09:39:00-05:00,213.14999389648438,213.3000030517578,213.00999450683594,213.2550048828125,,90383.0,MSFT,0.0,0.0
2020-11-30 09:40:00-05:00,213.25900268554688,213.72999572753906,213.1999969482422,213.52999877929688,,117189.0,MSFT,0.0,0.0
2020-11-30 09:41:00-05:00,213.52999877929688,213.61000061035156,213.24159240722656,213.2449951171875,,69431.0,MSFT,0.0,0.0
2020-11-30 09:42:00-05:00,213.22999572753906,213.30999755859375,213.05999755859375,213.25,,115824.0,MSFT,0.0,0.0
2020-11-30 09:43:00-05:00,213.25999450683594,213.41000366210938,213.1699981689453,213.38999938964844,,54357.0,MSFT,0.0,0.0
2020-11-30 09:44:00-05:00,213.38999938964844,213.44000244140625,213.25,213.39999389648438,,49315.0,MSFT,0.0,0.0
2020-11-30 09:45:00-05:00,213.3800048828125,213.4365997314453,213.07000732421875,213.19000244140625,,136035.0,MSFT,0.0,0.0
2020-11-30 09:46:00-05:00,213.19000244140625,213.35000610351562,212.97000122070312,213.0800018310547,,71936.0,MSFT,0.0,0.0
2020-11-30 09:47:00-05:00,213.10000610351562,213.27000427246094,212.9600067138672,213.2100067138672,,53516.0,MSFT,0.0,0.0
2020-11-30 09:48:00-05:00,213.22000122070312,213.33999633789062,212.97000122070312,213.0800018310547,,75536.0,MSFT,0.0,0.0
2020-11-30 09:49:00-05:00,213.05999755859375,213.14999389648438,213.0,213.02999877929688,,67089.0,MSFT,0.0,0.0
2020-11-30 09:50:00-05:00,213.02499389648438,213.17999267578125,212.9600067138672,213.09500122070312,,102972.0,MSFT,0.0,0.0
2020-11-30 09:51:00-05:00,213.0800018310547,213.6699981689453,213.0800018310547,213.64999389648438,,121263.0,MSFT,0.0,0.0
2020-11-30 09:52:00-05:00,213.64999389648438,214.0399932861328,213.6300048828125,214.02999877929688,,90447.0,MSFT,0.0,0.0
2020-11-30 09:53:00-05:00,214.02499389648438,214.4149932861328,214.00999450683594,214.36509704589844,,147038.0,MSFT,0.0,0.0
2020-11-30 09:54:00-05:00,214.36500549316406,214.38999938964844,214.05499267578125,214.08999633789062,,93271.0,MSFT,0.0,0.0
2020-11-30 09:55:00-05:00,214.0800018310547,214.1699981689453,213.97000122070312,214.1699981689453,,83321.0,MSFT,0.0,0.0
2020-11-30 09:56:00-05:00,214.16209411621094,214.41000366210938,214.16000366210938,214.35000610351562,,78612.0,MSFT,0.0,0.0
2020-11-30 09:57:00-05:00,214.34500122070312,214.4600067138672,214.11000061035156,214.1300048828125,,82863.0,MSFT,0.0,0.0
2020-11-30 09:58:00-05:00,214.16000366210938,214.1999969482422,213.92999267578125,214.10000610351562,,73433.0,MSFT,0.0,0.0
2020-11-30 09:59:00-05:00,214.09500122070312,214.13999938964844,213.89999389648438,213.94000244140625,,109111.0,MSFT,0.0,0.0
2020-11-30 10:00:00-05:00,213.94000244140625,214.1699981689453,213.8800048828125,213.89500427246094,,87498.0,MSFT,0.0,0.0
2020-11-30 10:01:00-05:00,213.91000366210938,213.9600067138672,213.72000122070312,213.74000549316406,,88879.0,MSFT,0.0,0.0
2020-11-30 10:02:00-05:00,213.74000549316406,213.88999938964844,213.64999389648438,213.64999389648438,,44039.0,MSFT,0.0,0.0
2020-11-30 10:03:00-05:00,213.64999389648438,213.6699981689453,213.51499938964844,213.60499572753906,,59824.0,MSFT,0.0,0.0
2020-11-30 10:04:00-05:00,213.58999633789062,213.58999633789062,213.38999938964844,213.47000122070312,,63393.0,MSFT,0.0,0.0
2020-11-30 10:05:00-05:00,213.5,213.80999755859375,213.4600067138672,213.7675018310547,,46785.0,MSFT,0.0,0.0
2020-11-30 10:06:00-05:00,213.76739501953125,213.8000030517578,213.6020965576172,213.72999572753906,,42210.0,MSFT,0.0,0.0
2020-11-30 10:07:00-05:00,213.74789428710938,213.84609985351562,213.58999633789062,213.58999633789062,,39354.0,MSFT,0.0,0.0
2020-11-30 10:08:00-05:00,213.59120178222656,213.66000366210938,213.52499389648438,213.52499389648438,,40569.0,MSFT,0.0,0.0
2020-11-30 10:09:00-05:00,213.52000427246094,213.5500030517578,213.27999877929688,213.3350067138672,,68074.0,MSFT,0.0,0.0
2020-11-30 10:10:00-05:00,213.3300018310547,213.44000244140625,213.14999389648438,213.37730407714844,,72933.0,MSFT,0.0,0.0
2020-11-30 10:11:00-05:00,213.3699951171875,213.3800048828125,213.1699981689453,213.1699981689453,,57501.0,MSFT,0.0,0.0
2020-11-30 10:12:00-05:00,213.13999938964844,213.16000366210938,212.91000366210938,213.13999938964844,,115605.0,MSFT,0.0,0.0
2020-11-30 10:13:00-05:00,213.16000366210938,213.16000366210938,212.91220092773438,212.97000122070312,,62115.0,MSFT,0.0,0.0
2020-11-30 10:14:00-05:00,212.97000122070312,213.1300048828125,212.92010498046875,213.02000427246094,,66662.0,MSFT,0.0,0.0
2020-11-30 10:15:00-05:00,213.01499938964844,213.01499938964844,212.77999877929688,212.8800048828125,,126183.0,MSFT,0.0,0.0
2020-11-30 10:16:00-05:00,212.8800048828125,213.05999755859375,212.6199951171875,213.05099487304688,,102079.0,MSFT,0.0,0.0
2020-11-30 10:17:00-05:00,213.04010009765625,213.42999267578125,213.04010009765625,213.22000122070312,,684797.0,MSFT,0.0,0.0
2020-11-30 10:18:00-05:00,213.19000244140625,213.19000244140625,212.9600067138672,213.10000610351562,,46007.0,MSFT,0.0,0.0
2020-11-30 10:19:00-05:00,213.08999633789062,213.26919555664062,213.0500030517578,213.08999633789062,,60039.0,MSFT,0.0,0.0
2020-11-30 10:20:00-05:00,213.13079833984375,213.36000061035156,213.125,213.28500366210938,,58688.0,MSFT,0.0,0.0
2020-11-30 10:21:00-05:00,213.3000030517578,213.3699951171875,212.98500061035156,213.11000061035156,,75311.0,MSFT,0.0,0.0
2020-11-30 10:22:00-05:00,213.1199951171875,213.22000122070312,213.02000427246094,213.02000427246094,,43334.0,MSFT,0.0,0.0
2020-11-30 10:23:00-05:00,213.0050048828125,213.0500030517578,212.80999755859375,212.9149932861328,,81508.0,MSFT,0.0,0.0
2020-11-30 10:24:00-05:00,212.89959716796875,212.99000549316406,212.83999633789062,212.92889404296875,,64286.0,MSFT,0.0,0.0
2020-11-30 10:25:00-05:00,212.92999267578125,213.11000061035156,212.92999267578125,213.0800018310547,,34591.0,MSFT,0.0,0.0
2020-11-30 10:26:00-05:00,213.10000610351562,213.27999877929688,213.05999755859375,213.25,,51342.0,MSFT,0.0,0.0
2020-11-30 10:27:00-05:00,213.25999450683594,213.32000732421875,213.1699981689453,213.25,,49500.0,MSFT,0.0,0.0
2020-11-30 10:28:00-05:00,213.25,213.3011932373047,213.14999389648438,213.22000122070312,,48452.0,MSFT,0.0,0.0
2020-11-30 10:29:00-05:00,213.24000549316406,213.32000732421875,213.14999389648438,213.2949981689453,,39031.0,MSFT,0.0,0.0
2020-11-30 10:30:00-05:00,213.27000427246094,213.3000030517578,212.9499969482422,213.05999755859375,,106665.0,MSFT,0.0,0.0
2020-11-30 10:31:00-05:00,213.07000732421875,213.22000122070312,213.0,213.02000427246094,,38293.0,MSFT,0.0,0.0
2020-11-30 10:32:00-05:00,213.02999877929688,213.08999633789062,212.94000244140625,213.02000427246094,,43605.0,MSFT,0.0,0.0
2020-11-30 10:33:00-05:00,213.02000427246094,213.07000732421875,212.89999389648438,212.91000366210938,,43637.0,MSFT,0.0,0.0
2020-11-30 10:34:00-05:00,212.91299438476562,212.9199981689453,212.67010498046875,212.77000427246094,,84855.0,MSFT,0.0,0.0
2020-11-30 10:35:00-05:00,212.75999450683594,212.80999755859375,212.63999938964844,212.67349243164062,,56346.0,MSFT,0.0,0.0
2020-11-30 10:36:00-05:00,212.6699981689453,212.7899932861328,212.60659790039062,212.64999389648438,,49214.0,MSFT,0.0,0.0
2020-11-30 10:37:00-05:00,212.6595001220703,212.6595001220703,212.3800048828125,212.39999389648438,,96538.0,MSFT,0.0,0.0
2020-11-30 10:38:00-05:00,212.40499877929688,212.4311981201172,212.17999267578125,212.36000061035156,,109807.0,MSFT,0.0,0.0
2020-11-30 10:39:00-05:00,212.39999389648438,212.41000366210938,212.0500030517578,212.0500030517578,,74961.0,MSFT,0.0,0.0
2020-11-30 10:40:00-05:00,212.0500030517578,212.2100067138672,211.85000610351562,212.1750030517578,,203940.0,MSFT,0.0,0.0
2020-11-30 10:41:00-05:00,212.17999267578125,212.25999450683594,212.00999450683594,212.093994140625,,81567.0,MSFT,0.0,0.0
2020-11-30 10:42:00-05:00,212.11000061035156,212.2899932861328,212.0500030517578,212.05999755859375,,54470.0,MSFT,0.0,0.0
2020-11-30 10:43:00-05:00,212.07000732421875,212.07000732421875,211.72000122070312,211.74000549316406,,132924.0,MSFT,0.0,0.0
2020-11-30 10:44:00-05:00,211.74000549316406,211.74000549316406,211.13999938964844,211.22000122070312,,114019.0,MSFT,0.0,0.0
